city,YEAR,total arrivals by city,pct_of_county,county,lat,lon
Garretson,2020,22058,0.011516688233771,Minnehaha,43.72081,-96.52266
Garretson,2021,22217,0.008887248002372,Minnehaha,43.72081,-96.52266
Gary,2019,24922,0.423729802986251,Deuel,44.75308,-96.48140
Gary,2020,22809,0.456641196930643,Deuel,44.75308,-96.48140
Gary,2021,21610,0.452774976807653,Deuel,44.75308,-96.48140
Gayville,2019,2727,0.011446543852402,Yankton,42.86941,-97.18044
Gayville,2020,3374,0.019767061455366,Yankton,42.86941,-97.18044
Gayville,2021,5028,0.024825796341745,Yankton,42.86941,-97.18044
Geddes,2019,22742,0.156075922268697,Charles Mix,43.24881,-98.69203
Geddes,2020,26132,0.168312265176421,Charles Mix,43.24881,-98.69203
Geddes,2021,25090,0.148506014859012,Charles Mix,43.24881,-98.69203
Gettysburg,2019,49461,1.030108338760190,Potter,45.02914,-100.00351
Gettysburg,2020,47515,1.169122582252880,Potter,45.02914,-100.00351
Gettysburg,2021,45645,1.088138493780580,Potter,45.02914,-100.00351
Glencross,2019,394,0.008147056609047,Dewey,45.46143,-100.92041
Glencross,2020,498,0.013872600993447,Dewey,45.46143,-100.92041
Glencross,2021,200,0.004257413701265,Dewey,45.46143,-100.92041
Glenham,2019,22863,0.240821599419277,Walworth,45.56133,-100.31742
Glenham,2020,25223,0.315408397674620,Walworth,45.56133,-100.31742
Glenham,2021,23808,0.277478660360606,Walworth,45.56133,-100.31742
Goodwin,2019,6543,0.111247323685104,Deuel,44.86042,-96.84902
Goodwin,2020,4504,0.090167309249715,Deuel,44.86042,-96.84902
Goodwin,2021,3584,0.075083008542125,Deuel,44.86042,-96.84902
Gregory,2019,40688,0.499809937801976,Gregory,43.24258,-99.42818
Gregory,2020,31103,0.380553333794256,Gregory,43.24258,-99.42818
Gregory,2021,41302,0.446765639877027,Gregory,43.24258,-99.42818
Grenville,2019,28950,0.249925738848139,Day,45.50044,-97.29943
Grenville,2020,25119,0.272988205928108,Day,45.50044,-97.29943
Grenville,2021,20404,0.189588617719697,Day,45.50044,-97.29943
Groton,2019,19917,0.022181067360530,Brown,45.47186,-98.11091
Groton,2020,18307,0.020388414890948,Brown,45.47186,-98.11091
Groton,2021,23889,0.026605398744364,Brown,45.47186,-98.11091
Hamill,2019,3483,0.043996724952049,Tripp,43.58628,-99.69572
Hamill,2020,5271,0.072490272389055,Tripp,43.58628,-99.69572
Hamill,2021,3814,0.052955143996073,Tripp,43.58628,-99.69572
Harrisburg,2019,53405,0.098286201432695,Lincoln,43.43631,-96.69373
Harrisburg,2020,45022,0.122843363131458,Lincoln,43.43631,-96.69373
Harrisburg,2021,52696,0.105360402981772,Lincoln,43.43631,-96.69373
Harrison,2019,693,0.026509990414625,Douglas,43.43675,-98.58274
Harrison,2020,1226,0.051234449360917,Douglas,43.43675,-98.58274
Harrison,2021,1960,0.072078602385259,Douglas,43.43675,-98.58274
Harrold,2019,9762,0.031512807894860,Hughes,44.49955,-99.73383
Harrold,2020,12264,0.048146543332742,Hughes,44.49955,-99.73383
Harrold,2021,15158,0.051702117348242,Hughes,44.49955,-99.73383
Hartford,2019,52394,0.018618192477303,Minnehaha,43.61190,-96.94067
Hartford,2020,31660,0.016529994606091,Minnehaha,43.61190,-96.94067
